Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house
SEP,15.0,Patel Ki Punjabi Shaadi,Sanjay Chhel,"Rishi Kapoor, Paresh Rawal, Vir Das, Prem Chopra, Payal Ghosh, Jinal Belani, Divya Seth, Bharati Achrekar, Tiku Talsania, Shilpa Shinde",Comedy/drama,2017,,Bholenath Movies & Cinekorn Entertainment,
SEP,22.0,Newton,Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghuvir Yadav",Dark comedy,2017,,Drishyam Films,
SEP,22.0,Bhoomi,Omung Kumar,"Sanjay Dutt, Aditi Rao Hydari, Sidhant Gupta",Action/drama,2017,,T-Series & Legend Studios,
SEP,22.0,The Final Exit,Dhwanil Mehta,"Kunaal Roy Kapur, Archana Shastry, Elena Kazan, Reyhna Malhotra, Scarlett Wilson",Horror,2017,,Mars Entertainment,
SEP,22.0,JD,Shailendra Pandey,"Govind Namdev, Aman Verma, Vedita Pratap Singh, Lalit Bisht, Arvind Gaur",Drama/thriller,2017,,Shailendra Pandey Films,
SEP,22.0,Haseena Parkar,Apoorva Lakhia,"Shraddha Kapoor, Sharman Joshi, Siddhanth Kapoor, Rajesh Tailang, Satendra Bagasi, Ankur Bhatia",Biographic,2017,,Swiss Entertainment,
SEP,29.0,Judwaa 2,David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher, Sachin Khedekar, Upasana Singh, Rajpal Yadav, Pavan Malhotra, Ali Asgar, Vivan Bhatena, Vikas Verma, Johnny Lever, Rajat Rawail, Salman Khan (cameo)",Action/comedy,2017,,Nadiadwala Grandson Entertainment,
SEP,,,,,,2017,,,
OCT,6.0,Tu Hai Mera Sunday,Milind Dhaimade,Barun Sobti & Vishal Malhotra,Romantic comedy,2017,,Love & Faith,
OCT,6.0,Chef,Raja Krishna Menon,"Saif Ali Khan, Padmapriya Janakiraman & Dhanish Karthik",Comedy,2017,,T-Series & Abundantia Entertainment Bandra West Pictures,
OCT,6.0,Babuji Ek Ticket Bambai,Arvind Tripathi,"Rajpal Yadav, Sudha Chandran, Bharati Sharma, Milind Gunaji",Social drama,2017,,Harikripa Films,
OCT,6.0,Main Terrorist Nahi Hoon,Arjin Uppal,"Gulshan Grover, Rahul Dev, Afiq Muiz, Chacha Maembong, Farida Jalal",Action,2017,,,
OCT,13.0,Ranchi Diaries,Sattwik Mohanty,"Jimmy Sheirgill, Taaha Shah & Himansh Kohli",Drama/thriller,2017,,Coconut Motion Pictures,
OCT,19.0,Secret Superstar,Advait Chandan,"Zaira Wasim, Meher Vij & Aamir Khan",Musical drama,2017,,Aamir Khan Productions,
OCT,20.0,Golmaal Again,Rohit Shetty,"Ajay Devgn, Parineeti Chopra, Tabu, Arshad Warsi, Tusshar Kapoor, Shreyas Talpade, Kunal Khemu, Prakash Raj, Rohit KaduDeshmukh and Neil Nitin Mukesh",Comedy,2017,,Mangal Murti Films & Reliance Entertainment,
OCT,27.0,Jia aur Jia,Howard Rosemeyer,"Kalki Koechlin, Richa Chaddha",Road film,2017,,Bluefox Motion Pictures Pvt Ltd.,
OCT,27.0,Rukh,Atanu Mukherjee,"Manoj Bajpayee, Smita Tambe, Kumud Mishra, Adarsh Gourav",Drama,2017,,Eros International Drishyam Films,
NOV,3.0,Ittefaq,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha & Akshaye Khanna",Thriller,2017,,"Dharma Productions, Red Chillies Entertainment & B.R Films",
NOV,3.0,The House Next Door,Milind Rau,"Siddharth, Andrea Jeremiah & Atul Kulkarni",Horror,2017,,Viacom 18 Motion Pictures & Etaki Entertainment,
NOV,3.0,Ribbon,Rakhee Sandilya,"Kalki Koechlin, Sumeet Vyas, Hitesh Malhan",Drama,2017,,Red Cart Films,
NOV,10.0,Shaadi Mein Zaroor Aana,Ratnaa Sinha,"Rajkummar Rao, Kriti Kharbanda",Romance/drama,2017,,Vikrant Studios,
NOV,10.0,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Brijendra Kala",Romance/comedy,2017,,Zee Studios & Jar Pictures,
NOV,10.0,The Window,VK Choudhary,"Amit Kumar Vashisth, Teena Singh & Preeti Sharma",Suspense thriller,2017,,"Adamant Pictures, Milestone Creations & Era Films",
NOV,17.0,Aksar 2,Ananth Narayan Mahadevan,"Zareen Khan, Gautam Rode, Abhinav Shukla, Mohit Madaan",Thriller,2017,,Siddhi Vinayak Creation,
NOV,17.0,Panchlait,Prem Prakash Modi,"Amitosh Nagpal, Anuradha Mukherjee & Yashpal Sharma",Romantic comedy,2017,,Funtime Entertainment,
NOV,17.0,Tumhari Sulu,Suresh Triveni,Vidya Balan & Manav Kaul,Social/Comedy,2017,,T-Series,
NOV,17.0,Dil Jo Na Keh Saka,Naresh Lalwani,"Himansh Kohli, Priya Banerjee",Romantic drama,2017,,Diyas Productions,
NOV,24.0,Julie 2,Deepak Shivdasani,"Raai Laxmi, Ravi Kishan & Aditya Srivastava",Erotic thriller,2017,,Triumph Talkies,
NOV,24.0,Ajji,Devashish Makhija,"Sudhir Pandey, Sushma Deshpande",Drama,2017,,Yoodlee Films,
NOV,24.0,Kadvi Hawa,Nila Madhab Panda,"Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Bupesh Singh, Ekta Sawant",Drama/disaster,2017,,Drishyam Films,
NOV,28.0,Saankal,Dedipya Joshii,"Tanima Bhattacharya, Chetan Sharma, Harish Hariaudh",Drama,2017,,Pisceann Pictures,
DEC,1.0,Tera Intezaar,Raajeev Waalia,Arbaaz Khan & Sunny Leone,Romantic thriller,2017,,Bageshree Films,
DEC,1.0,Firangi,Rajiv Dhingra,"Kapil Sharma, Varun Badola & Edward Sonnenblick",Comedy,2017,,K9 Films,
DEC,8.0,Fukrey Returns,Mrighdeep Singh Lamba,"Pulkit Samrat, Priya Anand, Ali Fazal, Varun Sharma",Comedy,2017,,Excel Entertainment,
DEC,8.0,Game Over,Paresh Vinodray Savani,"Rajesh Sharma, Yashpal Sharma, Gurleen Chopra",Suspense/thriller,2017,,"Dream Machine, Koning Entertainment & Dream International",
DEC,8.0,Sallu Ki Shaadi,Mohammad Israr Ansari,"Zeenat Aman, Kiran Kumar, Asrani, Kshayp, Arshin and Sandeep Anand",Comedy drama,2017,,"Aman Film Production, Angel's Production, Brosis Production House, Worldwide Records",
DEC,15.0,Monsoon Shootout,Amit Kumar,"Nawazuddin Siddiqui, Vijay Varma & Tannishtha Chatterjee",Crime/thriller,2017,,Sikhya Entertainment,
DEC,22.0,Tiger Zinda Hai,Ali Abbas Zafar,Salman Khan & Katrina Kaif,Action/drama,2017,,Yash Raj Films,
JAN,12,1921,Vikram Bhatt,Zareen KhanKaran KundraTobby HinstonSonia Armstrong,,2018,,,ASA Productions and Enterprises
JAN,12,Kaalakaandi,Akshat Verma,Saif Ali KhanIsha TalwarShenaz TreasuryAkshay OberoiVijay RaazDeepak DobriyalSobhita DhulipalaKunaal Roy KapurNary Singh,,2018,,,Cinestan Film Company
JAN,12,Mukkabaaz,Anurag Kashyap,Vineet Kumar SinghZoya HussainRavi KishanJimmy Sheirgill,,2018,,,"Eros International, Colour Yellow Productions"
JAN,15,Phir Se...,Kunal Kohli,Jennifer WingetKunal KohliRajit Kapur,,2018,,,"Bombay Film Company Ltd, Netflix"
JAN,19,My Birthday Song,Samir Soni,Sanjay SuriNora FatehiPitobash,,2018,,,Kahwa entertainment
JAN,19,Vodka Diaries,Kushal Srivastava,Kay Kay MenonMandira BediRaima SenSharib Hashmi,,2018,,,K'Scope Entertainment Pvt Ltd & Vishalraj Films & Production Pvt Ltd
JAN,19,Nirdosh,Pradeep Rangwani,Arbaaz KhanManjari FadnisAshmit PatelMukul DevMahek Chahal,,2018,,,UV Films
JAN,19,Union Leader,Sanjay Patel,Rahul BhatTillotama Shome,,2018,,,Dim Light Pictures
JAN,25,Padmaavat,Sanjay Leela Bhansali,Shahid KapoorDeepika PadukoneRanveer SinghAditi Rao Hydari,,2018,,,"Viacom 18 Motion Pictures, Bhansali Productions"
FEB,9,Pad Man,R. Balki,Akshay KumarSonam KapoorRadhika Apte,,2018,,,"Columbia Pictures KriArj Entertainment, Hope Productions, Cape Of Good Films, Mrs Funnybones Movies, SPE Films India"
FEB,14,Love per Square Foot,Anand Tiwari,Vicky KaushalAngira DharAlankrita SahaiRaghubir Yadav,,2018,,,"RSVP Films, Netflix"
FEB,16,Aiyaary,Neeraj Pandey,Sidharth MalhotraManoj BajpayeeRakul Preet SinghPooja ChopraAnupam KherNaseeruddin Shah,,2018,,,Reliance Entertainment
FEB,16,Kuchh Bheege Alfaaz,Onir,Zain Khan DurraniGeetanjali Thapa,,2018,,,Yoodlee Films
FEB,16,Jaane Kyun De Yaaron,Akshay Anand,Raghu RajaAbhishek SharmaKabir BediChetna PandeViju Khote,,2018,,,"NeelRishiFilms, Theatre King"
FEB,23,Sonu Ke Titu Ki Sweety,Luv Ranjan,Kartik AaryanNushrat BharuchaSunny Nijar,,2018,,,"T-Series, Luv Films"
MAR,2,Pari,Prosit Roy,Anushka SharmaParambrata ChatterjeeRajat KapoorRitabhari ChakrabortyMansi Multani,,2018,,,"Clean Slate Films, KriArj Entertainment"
MAR,2,Veerey Ki Wedding,Ashu Trikha,Pulkit SamratJimmy SheirgillKriti KharbandaSatish KaushikYuvika ChaudharySupriya Karnik,,2018,,,Panorama Studios
MAR,9,Hate Story 4,Vishal Pandya,Urvashi RautelaVivan BhatenaKaran WahiIhana DhillonGulshan Grover,,2018,,,T-Series
MAR,9,Dil Juunglee,Aleya Sen,Saqib SaleemTapsee PannuAbhilash ThapleyalNidhi SinghSrishti SrivastavaAyesha Khaduskar,,2018,,,Pooja Entertainment
MAR,9,3 Storeys,Arjun Mukerjee,Richa ChaddhaPulkit SamratSharman JoshiRenuka ShahaneMasumeh MakhijaLaksh SinghAisha AhmedAnkit Rathi,,2018,,,Excel Entertainment | Open Air Films
MAR,16,Raid,Raj Kumar Gupta,Ajay DevgnIleana D'CruzSaurabh Shukla,,2018,,,"T-Series, Panorama Studios"
MAR,23,Hichki,Siddharth P Malhotra,Rani Mukerji,,2018,,,Yash Raj Films
MAR,23,Shaadi Teri Bajayenge Hum Band,Gurpreet Sondh,Rajpal YadavMushtaq KhanRahul BaggaRohit KumarDilbagh SinghNaresh GosainAfreen AlviRadha Bhatt,,2018,,,Rangrezaa Films
MAR,30,Baaghi 2,Ahmed Khan,Tiger ShroffDisha PataniManoj BajpayeeRandeep HoodaPrateik Babbar,,2018,,,"Nadiadwala Grandson Entertainment, Fox Star Studios"
APR,6,Blackmail,Abhinay Deo,Irrfan KhanKirti KulhariArunoday SinghDivya DuttaOmi Vaidya,,2018,,,"T-Series, RDP Motion Pictures"
APR,6,Missing,Mukul Abhyankar,TabuManoj BajpayeeAnnu Kapoor,,2018,,,"Friday Filmwork, Abundantia Entertainment"
APR,13,October,Shoojit Sircar,Varun DhawanBanita SandhuGitanjali Rao,,2018,,,Rising Sun FilmsKino Works
APR,13,Mercury,Karthik Subbaraj,Prabhu DevaSananth ReddyRemya Nambeesan,,2018,,,Pen India Limited
APR,13,Zoo,Shlok Sharma,Shweta TripathiShashank AroraRahul Kumar,,2018,,,Bahadur Films
APR,20,Beyond the Clouds,Majid Majidi,Ishaan KhatterMalavika Mohanan,,2018,,,Zee Studios
APR,20,Nanu Ki Jaanu,Faraz Haider,PatralekhaaAbhay DeolSapna Chaudhary,,2018,,,Inbox Pictures
APR,27,Daas Dev,Sudhir Mishra,Richa ChaddhaAditi Rao HydariRahul BhatSaurabh ShuklaVipin SharmaVineet Kumar SinghDalip TahilAnurag Kashyap,,2018,,,"Saptrishi Cinevision, Storm Motion Pictures"
APR,27,Meri Nimmo,M.M Shanklya,Anjali PatilKaran Dave,,2018,,,"Colour Yellow Productions, Eros International"
MAY,4,102 Not Out,Umesh Shukla,Amitabh BachchanRishi Kapoor,,2018,,,Sony Pictures
MAY,4,Omerta,Hansal Mehta,Rajkummar Rao,,2018,,,Swiss Entertainment
MAY,11,Raazi,Meghna Gulzar,Vicky KaushalAlia Bhatt,,2018,,,"Junglee Pictures, Dharma Productions"
MAY,11,Hope Aur Hum,Sudip Bandyopadhyay,Naseeruddin ShahSonali KulkarniAamir Bashir,,2018,,,PVR Pictures
MAY,11,Falooda,Dhiraj Singh,Aarav NegiGoonj ChandAzharPihu SharmaDhiraj Singh,,2018,,,"Vaibav laxmi Films, Shree S.J Entertainment, Dev Gayatri Entertainment"
MAY,18,High Jack,Akash Khurana,Sumeet VyasSonnalli SeygallMantraTaaruk RainaPriyanshu PainyuliKumud MishraNatasha Rastogi,,2018,,,Phantom Films
MAY,18,Khajoor Pe Atke,Harsh Chhaya,Vinay PathakManoj PahwaSeema PahwaDolly AhluwaliaSabah Kapoor,,2018,,,Welcome Friends Production
MAY,25,Parmanu: The Story Of Pokhran,Abhishek Sharma,John AbrahamDiana PentyBoman Irani,,2018,,,"KAYTA Production, JA Entertainment"
MAY,25,Bioscopewala,Deb Medhekar,Danny DenzongpaGeetanjali ThapaTisca ChopraAdil Hussain,,2018,,,Drama
JUN,1,Veere Di Wedding,Shashanka Ghosh,Kareena KapoorSonam KapoorSwara BhaskarShikha TalsaniaSumeet Vyas,,2018,,,Balaji Motion Pictures
JUN,1,Bhavesh Joshi Superhero,Vikramaditya Motwane,Harshvardhan KapoorPriyanshu PainyuliNishikant Kamat,,2018,,,"Phantom Films, Eros International"
JUN,1,Phamous,Karan Lalit Butani,Jackie ShroffJimmy SheirgillKay Kay MenonShriya SaranMahie GillPankaj Tripathi,,2018,,,Vidisha Productions Pvt. Ltd.
JUN,15,Race 3,Remo D'Souza,Salman KhanAnil KapoorBobby DeolJacqueline FernandezSaqib SaleemDaisy ShahFreddy Daruwala,,2018,,,"Tips Films, Salman Khan Films"
JUN,15,Lust Stories,"Anurag Kashyap, Karan Johar, Zoya Akhtar, Dibakar Banerjee","Radhika Apte, Sanjay Kapoor, Kiara Advani, Vicky Kaushal, Neha Dhupia, Neil Bhoopalam, Bhumi Pednekar, Manisha Koirala, Akash Thosar",,2018,,,"RSVP Movies, Netflix"
JUN,29,Sanju,Rajkumar Hirani,Ranbir KapoorVicky KaushalSonam KapoorDia MirzaParesh RawalManisha KoiralaAnushka Sharma,,2018,,,"Rajkumar Hirani Films, Vinod Chopra Films"
JUL,6,Hanuman vs Mahiravana,Ezhil Vendan,,,2018,,,Green Gold Animations
JUL,13,Soorma,Shaad Ali,Diljit DosanjhTaapsee PannuAngad Bedi,,2018,,,Sony Pictures
JUL,20,When Obama Loved Osama,Sudhish Kumar Sharma,Mousam SharmaSwati BakshiRahul AvanaMohit BaghelHeena PanchalHemant PandeyVikas Giri,,2018,,,Shape Entertainment
JUL,20,Dhadak,Shashank Khaitan,Ishaan KhatterJhanvi Kapoor,,2018,,,Dharma Productions
JUL,27,"Saheb, Biwi Aur Gangster 3",Tigmanshu Dhulia,Sanjay DuttJimmy SheirgillMahi GillChitrangada Singh,,2018,,,Wave Cinemas
JUL,27,Nawabzaade,Jayesh Pradhan,Raghav JuyalPunit PathakDharmesh YelandeIsha Rikhi,,2018,,,Remo D'Souza Entertainment
AUG,3,Fanney Khan,Atul Manjrekar,Anil KapoorAishwarya Rai BachchanRajkummar RaoKaran Singh ChhabraDivya Dutta,,2018,,,"T-Series, ROMP, AA Films"
AUG,3,Mulk,Anubhav Sinha,Rishi KapoorPrateik BabbarRajat KapoorTaapsee PannuAshutosh RanaManoj PahwaNeena Gupta,,2018,,,Soham Rockstar Entertainment
AUG,3,Brij Mohan Amar Rahe!,Nikhil Bhatt,Arjun MathurNidhi SinghVijayant KohliSunny Hinduja,,2018,,,Yoodlee Films
AUG,3,Laxmi and Tikli Bomb,Aditya Kripalani,Vibhawari DeshpandeSuchitra PillaiChitraganda ChakrabortyUpendra Limaye,,2018,,,Mumba Devi Motion Pictures
AUG,3,Karwaan,Akarsh Khurana,Irrfan KhanDulquer SalmanMithila PalkarKriti Kharbanda,,2018,,,RSVP Movies
AUG,15,Gold,Reema Kagti,Akshay KumarKunal KapoorMouni RoyAmit Sadh,,2018,,,Excel Entertainment
AUG,15,Satyameva Jayate,Milap Zaveri,John AbrahamManoj BajpayeeAisha SharmaAmruta Khanvilkar,,2018,,,"T-Series, Emmay Entertainment"
AUG,24,Genius,Anil Sharma,Utkarsh SharmaIshita ChauhanNawazuddin SiddiquiAyesha Jhulka,,2018,,,Soham Rockstar Entertainment
AUG,24,Happy Phirr Bhag Jayegi,Mudassar Aziz,Sonakshi SinhaDiana PentyAli FazalJimmy ShergillJassi Gill,,2018,,,"Eros International, Colour Yellow Productions"
AUG,24,Toba Tek Singh,Ketan Mehta,Pankaj KapurVinay Pathak,,2018,,,Maya Movies
AUG,31,Yamla Pagla Deewana: Phir Se,Navaniat Singh,DharmendraSunny DeolBobby DeolKriti Kharbanda,,2018,,,Pen India Limited
AUG,31,Stree,Amar Kaushik,Rajkummar RaoShraddha KapoorAparshakti KhuranaPankaj Tripathi,,2018,,,"Maddock Films, D2R Films"
SEP,1,Once Again,Kanwal Sethi,Shefali ShahNeeraj Kabi,,2018,,,"Neufilm, JAR Pictures, Crawling Angel Films, Ascending Films, Netflix"
SEP,7,Paltan,J. P. Dutta,Jackie ShroffSonu SoodArjun RampalGurmeet ChoudharySiddhanth KapoorHarshvardhan RaneLuv SinhaEsha GuptaMonica GillSonal ChauhanDipika KakarAditii Arya Sharma,,2018,,,"Zee Studios, J P Films"
SEP,7,Laila Majnu,Sajid Ali,Mir SarwarAvinash TiwaryTripti DimriRuchika Kapoor,,2018,,,"Pi Films, Balaji Motion Pictures"
SEP,7,Gali Guleiyan,Dipesh Jain,Manoj BajpayeeRanvir ShoreyNeeraj KabiShahana Goswami,,2018,,,PVR Pictures
SEP,7,Halkaa,Nila Madhab Panda,Ranvir ShoreyPaoli DamTathastuKumud Mishra,,2018,,,"Shiv Nadar Foundation, Akshay Parija Productions, Eleeanora Images"
SEP,14,Manmarziyaan,Anurag Kashyap,Abhishek BachchanVicky KaushalTaapsee Pannu,,2018,,,"Eros International, Colour Yellow Productions, Phantom Films"
SEP,14,Love Sonia,Tabrez Noorani,Mrunal ThakurFreida PintoManoj BajpayeeRajkummar RaoRicha ChaddaAnupam KherAdil HussainSai Tamhankar,,2018,,,"Tamasha Talkies, Womark/Noorani Productions, Love Sonia Films, India Take One Productions"
SEP,14,Mitron,Nitin Kakar,Jackky BhagnaniKritika KamraPratik GandhiNeeraj Sood,,2018,,,Abundantiya Entertainment
SEP,21,,,,,2018,,,
SEP,21,Batti Gul Meter Chalu,Shree Narayan Singh,Shahid KapoorShraddha KapoorDivyendu SharmaYami Gautam,,2018,,,T-Series
SEP,21,Manto,Nandita Das,Nawazuddin SiddiquiTahir Raj BhasinRasika DugalRajshri Deshpande,,2018,,,Viacom 18 Motion Pictures
SEP,21,Ishqeria,Prerna Wadhawan,Neil Nitin MukeshRicha Chaddha,,2018,,,Swarp Films & Yen Movies
SEP,28,Sui Dhaaga,Sharat Katariya,Varun DhawanAnushka Sharma,,2018,,,Yash Raj Films
SEP,28,Pataakha,Vishal Bhardwaj,Sanya MalhotraSunil GroverRadhika Madan,,2018,,,"Kayta Productions, Vishal Bhardwaj Films"
OCT,5,Loveyatri,Abhiraj Minawala,Aayush SharmaWarina Hussain,,2018,,,Salman Khan Films
OCT,5,Andhadhun,Sriram Raghavan,Ayushman KhuranaTabuRadhika Apte,,2018,,,Viacom 18 Motion Pictures
OCT,12,Jalebi,Pushpdeep Bhardwaj,Rhea ChakrabortyDigangana SuryavanshiVarun Mitra,,2018,,,Vishesh Films
OCT,12,Helicopter Eela,Pradeep Sarkar,KajolRiddhi SenNeha DhupiaTota Roy Choudhury,,2018,,,"Pen India Limited, Ajay Devgn FFilms"
OCT,12,FryDay,Abhishek Dogra,GovindaVarun Sharma,,2018,,,"Inbox Pictures, PVR Pictures"
OCT,12,Tumbbad,Rahi Anil Barve,Soham ShahHarish KhannaAnita Date,,2018,,,Color Yellow Productions
OCT,18,Namaste England,Vipul Shah,Arjun KapoorParineeti Chopra,,2018,,,"Pen India Limited, Reliance Entertainment"
OCT,18,Badhaai Ho,Amit Ravindernath Sharma,Ayushman KhurranaSanya Malhotra,,2018,,,Junglee Pictures
OCT,26,Baazaar,Gauravv K. Chawla,Saif Ali KhanRadhika ApteChitrangada SinghDenzil SmithRohan MehraSonia Balani,,2018,,,"Emmay Entertainment, Kayta Production"
OCT,26,5 Weddings,Namrata Singh Gujral,Rajkummar RaoNargis FakhriBo DerekCandy ClarkAnneliese van der PolSuvinder Vicky,,2018,,,Uniglobe Entertainment
OCT,26,Kaashi in Search of Ganga,Dhiraj Kumar,Sharman JoshiAishwarya DevanGovind NamdevManoj JoshiManoj PahwaAkhilendra Mishra,,2018,,,Insite India
OCT,26,Dassehra,Manish Vatsalya,Neil Nitin MukeshTina DesaiGovind Namdev,,2018,,,Rash Production
NOV,8,Thugs of Hindostan,Vijay Krishna Acharya,Amitabh BachchanAamir KhanFatima Sana ShaikhKatrina KaifMohammed Zeeshan Ayyub,,2018,,,Yash Raj Films
NOV,16,Mohalla Assi,Chandraprakash Dwivedi,Sunny DeolSakshi TanwarRavi KishanSaurabh ShuklaMukesh TiwariRajendra GuptaMithilesh Chaturvedi,,2018,,,Crossword Entertainment Pvt. Ltd.
NOV,16,Pihu,Vinod Kapri,Myra VishwakarmaPrerna Sharma,,2018,,,"RSVP Movies, Roy Kapur Films"
NOV,16,Hotel Milan,Vishal Mishra,Kunaal Roy KapurKarishma SharmaZeishan QuadriJaideep AhlawatRajesh SharmaZakir Hussain,,2018,,,AD Films
NOV,21,Tigers,Danis Tanović,Emraan HashmiKhalid AbdallaGeetanjali ThapaSupriya Pathak,,2018,,,"Sikhya Entertainment, A.S.A.P. Films"
NOV,23,Bhaiaji Superhit,Neerraj Pathak,Sunny DeolPreity ZintaAmeesha PatelArshad WarsiShreyas TalpadeEvelyn Sharma,,2018,,,Metro Movies
NOV,29,2.0,S Shankar,RajnikanthAmy JacksonAkshay KumarAdil HussainSudhanshu Pandey,,2018,,,"Lyca Productions, Dharma Productions"
NOV,30,Rajma Chawal,Leena Yadav,Rishi KapoorAnirudh TanwarAmyra Dastur,,2018,,,"SaarthiE, Netflix"
DEC,7,Kedarnath,Abhishek Kapoor,Sushant Singh RajputSara Ali Khan,,2018,,,"RSVP Movies, Guy in the Sky Pictures"
DEC,14,Ascharyachakit!,Samit Kakkad,Priyanka BoseVaibhav Raj GuptaAnkit RaajAnangsha BiswasSantosh Juvekar,,2018,,,"Yoodlee films, Samit Kakkad Films"
DEC,21,Zero,Aanand L. Rai,Shah Rukh KhanKatrina KaifAnushka SharmaTigmanshu Dhulia,,2018,,,"Red Chillies Entertainment, Colour Yellow Productions"
DEC,28,Simmba,Rohit Shetty,Ranveer SinghSara Ali KhanSonu Sood,,2018,,,"Dharma Productions, Reliance Entertainment"
JAN,4.0,Salt Bridge,Abhijit Deonath,Rajeev KhandelwalChelsie Preston CrayfordUsha Jadhav,,2019,,,
JAN,9.0,Cabaret,Kaustav Narayan Niyogi,Richa ChaddaGulshan DevaiahS. Sreesanth,,2019,,"Fisheye Network Private Limited, T-Series",
JAN,11.0,Uri: The Surgical Strike,Aditya Dhar,Vicky KaushalMohit RainaParesh RawalYami Gautam,,2019,,RSVP Movies,
JAN,11.0,Battalion 609,Brijesh Batuknath Tripathi,Shoaib IbrahimElena KazanFarnaz ShettyVishwas KiniVicky AhujaVikas SrivastavaChandraprakash Thakur,,2019,,N.J Lalwani Films,
JAN,11.0,The Accidental Prime Minister,Vijay Ratnakar Gutte,Anupam KherAkshaye KhannaSuzanne BernertAahana KumraArjun Mathur,,2019,,Bohra Bros Production,
JAN,11.0,Evening Shadows,Sridhar Rangayan,Mona AmbegaonkarAnanth Narayan MahadevanDevansh DoshiArpit Chaudhary,,2019,,Solaris Pictures,
JAN,18.0,Why Cheat India,Soumik Sen,Emraan HashmiShreya Dhanwanthary,,2019,,"T-Series, Emraan Hashmi Films",
JAN,18.0,SP Chauhan,Manoj K Jha,Jimmy ShergillYuvika ChaudharyYashpal Sharma,,2019,,"Navchetna Productions,T-Series",
JAN,18.0,Fraud Saiyaan,Sourabh Shrivastava,Arshad WarsiSara LorenSaurabh Shukla,,2019,,Tips,
JAN,18.0,Soni,Ivan Ayr,Geetika Vidhya OlyanSaloni Batra,,2019,,Netflix,
JAN,18.0,72 Hours: Martyr Who Never Died,Avinash Dhyani,Avinash DhyaniMukesh TiwariVirendra SaxenaAlka Amin Shishir SharmaGireesh SahdevPrashil Rawat,,2019,,JSR Production House,
JAN,18.0,Bombairiya,Pia Sukanya,Radhika ApteSiddhanth KapoorAkshay OberoiShilpa ShuklaAdil HussainAmit SialRavi Kishan,,2019,,"Beautiful Bay Entertainment Presentation, Netflix",
JAN,18.0,Rangeela Raja,Sikander Bharti,GovindaShakti KapoorPrem ChopraGovind NamdevShyamlal YadavMishika ChourasiaAnupama AgnihotriDigangana SuryavanshiKarishma HarshadaArti Gupta,,2019,,Chitradeep International,
JAN,25.0,Thackeray,Abhijit Panse,Nawazuddin SiddiquiAmrita Rao,,2019,,"Raut'ers Entertainment, Viacom18 Motion Pictures",
JAN,25.0,Manikarnika: The Queen of Jhansi,Radha Krishna JagarlamudiKangana Ranaut,Kangana RanautJisshu SenguptaSuresh OberoiAnkita LokhandeDanny DenzongappaAtul KulkarniMohammed Zeeshan Ayyub,,2019,,"Kairos Kontent Studios, Zee Studios",
FEB,1.0,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,Anil KapoorSonam KapoorJuhi ChawlaRajkummar Rao,,2019,,"Vinod Chopra Films, Fox Star Studios",
FEB,8.0,The Fakir of Venice,Anand Surapur,Farhan AkhtarAnnu Kapoor,,2019,,"October Films, Phat Phish Motion Pictures",
FEB,8.0,Dosti Ke Side Effects,Hadi Ali Abrar,Sapna ChoudhryVikrant AnandNeel MotwaniZuber K. KhanAnju Jadhav,,2019,,Share Happiness Films,
FEB,8.0,Amavas,Bhushan Patel,Sachiin JoshiVivan BhatenaNargis Fakhri,,2019,,Weeping Grave,
FEB,14.0,Gully Boy,Zoya Akhtar,Ranveer SinghAlia Bhatt,,2019,,"Tiger Baby, Excel Entertainment",
FEB,15.0,Hum Chaar,Abhishek Dixit,Prit KamaniSimran SharmaAnshuman MalhotraTushar Pandey,,2019,,Rajshri Productions,
FEB,22.0,Total Dhamaal,Indra Kumar,Ajay DevgnMadhuri DixitArshad WarsiJaved JaffreyAnil KapoorRiteish DeshmukhSanjay Mishra,,2019,,Fox Star Studios,
MAR,1.0,Goopi Gawaiya Bagha Bajaiya,Shilpa Ranade,Manish BhawanRajeev RajShailendra Pande,,2019,,"Paperboat Animation Studios, Children's Film Society, Karadi Tales",
MAR,1.0,Luka Chuppi,Laxman Utekar,Kartik AaryanKriti SanonAparshakti KhuranaPankaj TripathiVinay Pathak,,2019,,Maddock Films,
MAR,1.0,Sonchiriya,Abhishek Chaubey,Sushant Singh RajputBhumi PednekarManoj BajpayeeRanvir ShoreyAshutosh Rana,,2019,,RSVP Movies,
MAR,8.0,Badla,Sujoy Ghosh,Amitabh BachchanTaapsee Pannu,,2019,,"Red Chillies Entertainment, Azure Entertainment",
MAR,8.0,The Sholay Girl,Aditya Sarpotdar,Bidita BagChandan Roy Sanyal,,2019,,"Purple Morning Pictures, ZEE5",
MAR,15.0,Hamid,Aijaz Khan,Talha Arshad ReshiRasika DugalVikas KumarSumit Kaul,,2019,,Yooldee Films,
MAR,15.0,Photograph,Ritesh Batra,Nawazuddin SiddiquiSanya Malhotra,,2019,,"AA Films, Amazon Studios",
